epoch,timestamp,train_mae,train_mape,train_rmse,val_mae,val_mape,val_rmse,lr
1,1780934743.2422314,12.267491317930675,0.2761561537072772,20.180575052897137,26.593700885772705,0.2788185030221939,28.61916446685791,0.002
2,1780934746.3296485,5.715447970799038,0.2501245942853746,18.840748559860955,23.487765789031982,0.24631887674331665,26.349210262298584,0.002
