epoch,train_mae,train_mape,train_rmse,val_mae,val_mape,val_rmse,lr
1,30.983215876988,0.28442948701835813,19.329320271809895,25.538392543792725,0.267437931150198,26.084847450256348,0.002
2,30.24011112394787,0.28109595534347354,19.390209197998047,26.078110694885254,0.27317701280117035,26.629048824310303,0.0019399999999999999
3,24.595414479573567,0.2599620996486573,18.02988524664016,19.057777404785156,0.199140764772892,21.280089378356934,0.0018817999999999999
